1,1183,114635,60737,INFO, 203,01,University,LEC,A Networked World,50,8,0,0,3.00,3.00,David Wemhoener,PI,Engineering Laboratory rm 306,8.:30 am - 9.:45 am,,Tues,,Thurs,
2,1183,117049,60738,INFO, 397F,01,University,LEC,ST- Intro to Data Science,5,5,0,0,3.00,3.00,Gordon Anderson,PI,Computer Science Bldg rm 140,1:00 pm - 2:15 pm,,Tues,,Thurs,
3,1183,115956,60736,INFO, 397G,01,University,LEC,ST- CreativeGameDesign&Devlpmt,24,1,0,0,3.00,3.00,Joshua Newman,PI,Engineering Laboratory rm 327,4:00 pm - 5:15 pm,,Tues,,Thurs,
