1,1183,119195,62170,CICS, 290M,01,University,LEC,Make: Physical Computing,24,0,0,0,4.00,4.00,Rui Wang,PI,Computer Science Bldg rm 142,2:30 pm - 3:45 pm,,Tues,,Thurs,
2,1183,119195,62173,CICS, 290M,01LL,University,LAB,Make: Physical Computing,24,0,0,0,4.00,4.00,Rui Wang,SA,Computer Science Bldg rm 142,9.:05 am - 11:05 am,,,,,Fri
